,INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
21183,2022-022AF,51881,PAYLOAD,STARLINK-3504,US,2022-03-03,AFETR,,95.44,53.21,541,539,,,0,LARGE,9065,2022,22,AF,Y,STARLINK-3504,2022-022AF,51881
21184,2022-022AP,51889,PAYLOAD,STARLINK-3547,US,2022-03-03,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,22,AP,Y,STARLINK-3547,2022-022AP,51889
21185,2022-022AQ,51890,PAYLOAD,STARLINK-3519,US,2022-03-03,AFETR,,92.66,53.19,410,400,,,0,LARGE,9065,2022,22,AQ,Y,STARLINK-3519,2022-022AQ,51890
21186,2022-022AT,51893,PAYLOAD,STARLINK-3579,US,2022-03-03,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,22,AT,Y,STARLINK-3579,2022-022AT,51893
21187,2022-022AW,51896,PAYLOAD,STARLINK-3593,US,2022-03-03,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,22,AW,Y,STARLINK-3593,2022-022AW,51896
21188,2022-022AY,51898,PAYLOAD,STARLINK-3597,US,2022-03-03,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,22,AY,Y,STARLINK-3597,2022-022AY,51898
21189,2022-023A,51946,UNKNOWN,OBJECT A,PRC,2022-03-05,XSC,,94.81,63.45,570,448,,,0,LARGE,9065,2022,23,A,Y,OBJECT A,2022-023A,51946
21190,2022-023B,51947,UNKNOWN,OBJECT B,PRC,2022-03-05,XSC,,94.83,63.45,571,450,,,0,LARGE,9065,2022,23,B,Y,OBJECT B,2022-023B,51947
21191,2022-023F,51951,UNKNOWN,OBJECT F,PRC,2022-03-05,XSC,,94.99,63.50,580,457,,,0,LARGE,9065,2022,23,F,Y,OBJECT F,2022-023F,51951
21192,2022-024B,51955,ROCKET BODY,QASED R/B,IRAN,2022-03-08,SMTS,,91.24,58.28,344,327,,,0,MEDIUM,9065,2022,24,B,Y,QASED R/B,2022-024B,51955
21193,2022-025J,51964,PAYLOAD,STARLINK-3690,US,2022-03-09,AFETR,,95.59,53.05,548,547,,,0,LARGE,9065,2022,25,J,Y,STARLINK-3690,2022-025J,51964
21194,2022-025L,51966,PAYLOAD,STARLINK-3699,US,2022-03-09,AFETR,,95.59,53.05,548,546,,,0,LARGE,9065,2022,25,L,Y,STARLINK-3699,2022-025L,51966
21195,2022-025N,51968,PAYLOAD,STARLINK-3681,US,2022-03-09,AFETR,,95.59,53.06,548,546,,,0,LARGE,9065,2022,25,N,Y,STARLINK-3681,2022-025N,51968
21196,2022-025AF,51985,PAYLOAD,STARLINK-3651,US,2022-03-09,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,25,AF,Y,STARLINK-3651,2022-025AF,51985
21197,2022-025AN,51992,PAYLOAD,STARLINK-3643,US,2022-03-09,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,25,AN,Y,STARLINK-3643,2022-025AN,51992
21198,2022-025AY,52002,PAYLOAD,STARLINK-3668,US,2022-03-09,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,25,AY,Y,STARLINK-3668,2022-025AY,52002
21199,2020-046AB,52037,DEBRIS,MINOTAUR 4 DEB,US,2020-07-15,WLPIS,,95.83,53.98,565,553,,,0,SMALL,9065,2020,46,AB,Y,MINOTAUR 4 DEB,2020-046AB,52037
21200,2022-029E,52092,PAYLOAD,STARLINK-3716,US,2022-03-19,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,29,E,Y,STARLINK-3716,2022-029E,52092
21201,2022-029AE,52116,PAYLOAD,STARLINK-3735,US,2022-03-19,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,29,AE,Y,STARLINK-3735,2022-029AE,52116
21202,2022-029AM,52123,PAYLOAD,STARLINK-3725,US,2022-03-19,AFETR,,95.41,53.22,539,538,,,0,LARGE,9065,2022,29,AM,Y,STARLINK-3725,2022-029AM,52123
21203,2022-029AX,52133,PAYLOAD,STARLINK-3707,US,2022-03-19,AFETR,,95.44,53.22,540,539,,,0,LARGE,9065,2022,29,AX,Y,STARLINK-3707,2022-029AX,52133
21204,2022-032A,52153,UNKNOWN,OBJECT A,PRC,2022-03-30,JSC,,96.31,97.65,588,575,,,0,MEDIUM,9065,2022,32,A,Y,OBJECT A,2022-032A,52153
21205,2022-032C,52155,UNKNOWN,OBJECT C,PRC,2022-03-30,JSC,,96.08,97.65,580,561,,,0,MEDIUM,9065,2022,32,C,Y,OBJECT C,2022-032C,52155
21206,2022-033E,52161,PAYLOAD,ARCSAT-1,NOR,2022-04-01,AFETR,,93.45,97.30,448,438,,,0,SMALL,9065,2022,33,E,Y,ARCSAT-1,2022-033E,52161
21207,2022-033J,52165,PAYLOAD,HAWK-4B,US,2022-04-01,AFETR,,92.15,97.30,382,377,,,0,MEDIUM,9065,2022,33,J,Y,HAWK-4B,2022-033J,52165
21208,2022-033L,52167,PAYLOAD,HAWK-4A,US,2022-04-01,AFETR,,92.15,97.29,382,378,,,0,MEDIUM,9065,2022,33,L,Y,HAWK-4A,2022-033L,52167
21209,2022-033P,52170,PAYLOAD,HAWK-4C,US,2022-04-01,AFETR,,92.15,97.30,383,377,,,0,MEDIUM,9065,2022,33,P,Y,HAWK-4C,2022-033P,52170
21210,2022-033Q,52171,PAYLOAD,NUSAT-25 (MARIA TELKES),ARGN,2022-04-01,AFETR,,93.27,97.26,435,434,,,0,MEDIUM,9065,2022,33,Q,Y,NUSAT-25 (MARIA TELKES),2022-033Q,52171
21211,2022-033T,52174,PAYLOAD,BRO-7,FR,2022-04-01,AFETR,,92.08,97.30,380,373,,,0,MEDIUM,9065,2022,33,T,Y,BRO-7,2022-033T,52174
21212,2022-034B,52196,PAYLOAD,GLOBAL-18,US,2022-04-02,RLLC,,93.58,52.99,450,449,,,0,MEDIUM,9065,2022,34,B,Y,GLOBAL-18,2022-034B,52196
21213,2022-034C,52197,PAYLOAD,GLOBAL-20,US,2022-04-02,RLLC,,90.73,52.98,317,304,,,0,MEDIUM,9065,2022,34,C,Y,GLOBAL-20,2022-034C,52197
21214,2022-036A,52202,PAYLOAD,COSMOS 2554,CIS,2022-04-07,PKMTR,,103.10,67.15,909,902,,,0,LARGE,9065,2022,36,A,Y,COSMOS 2554,2022-036A,52202
21215,2022-041B,52262,PAYLOAD,STARLINK-3761,US,2022-04-21,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,41,B,Y,STARLINK-3761,2022-041B,52262
21216,2022-041D,52264,PAYLOAD,STARLINK-3795,US,2022-04-21,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,41,D,Y,STARLINK-3795,2022-041D,52264
21217,2022-041J,52269,PAYLOAD,STARLINK-3791,US,2022-04-21,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,41,J,Y,STARLINK-3791,2022-041J,52269
21218,2022-041P,52274,PAYLOAD,STARLINK-3790,US,2022-04-21,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,41,P,Y,STARLINK-3790,2022-041P,52274
21219,2022-041Z,52284,PAYLOAD,STARLINK-3561,US,2022-04-21,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,41,Z,Y,STARLINK-3561,2022-041Z,52284
21220,2022-041AC,52287,PAYLOAD,STARLINK-3822,US,2022-04-21,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,41,AC,Y,STARLINK-3822,2022-041AC,52287
21221,2022-041AD,52288,PAYLOAD,STARLINK-3776,US,2022-04-21,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,41,AD,Y,STARLINK-3776,2022-041AD,52288
21222,2022-041AG,52291,PAYLOAD,STARLINK-3773,US,2022-04-21,AFETR,,93.12,53.20,434,421,,,0,LARGE,9065,2022,41,AG,Y,STARLINK-3773,2022-041AG,52291
21223,2022-045A,52331,PAYLOAD,STARLINK-3889,US,2022-04-29,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,45,A,Y,STARLINK-3889,2022-045A,52331
21224,2022-045C,52333,PAYLOAD,STARLINK-3847,US,2022-04-29,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,45,C,Y,STARLINK-3847,2022-045C,52333
21225,2022-045H,52338,PAYLOAD,STARLINK-3815,US,2022-04-29,AFETR,,90.88,53.20,323,312,,,0,LARGE,9065,2022,45,H,Y,STARLINK-3815,2022-045H,52338
21226,2022-045AE,52359,PAYLOAD,STARLINK-3853,US,2022-04-29,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,45,AE,Y,STARLINK-3853,2022-045AE,52359
21227,2022-045AJ,52363,PAYLOAD,STARLINK-3830,US,2022-04-29,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,45,AJ,Y,STARLINK-3830,2022-045AJ,52363
21228,2022-045AM,52366,PAYLOAD,STARLINK-3808,US,2022-04-29,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,45,AM,Y,STARLINK-3808,2022-045AM,52366
21229,2022-045AP,52368,PAYLOAD,STARLINK-3834,US,2022-04-29,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,45,AP,Y,STARLINK-3834,2022-045AP,52368
21230,2022-045AT,52372,PAYLOAD,STARLINK-3796,US,2022-04-29,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,45,AT,Y,STARLINK-3796,2022-045AT,52372
21231,2022-046A,52388,PAYLOAD,JILIN-01 GAOFEN 4A,PRC,2022-04-30,YSLA,,93.53,97.49,454,440,,,0,MEDIUM,9065,2022,46,A,Y,JILIN-01 GAOFEN 4A,2022-046A,52388
21232,2022-046B,52389,PAYLOAD,JILIN-01 GAOFEN 3D 4,PRC,2022-04-30,YSLA,,93.91,97.49,469,463,,,0,MEDIUM,9065,2022,46,B,Y,JILIN-01 GAOFEN 3D 4,2022-046B,52389
21233,2022-046D,52391,PAYLOAD,JILIN-01 GAOFEN 3D 6,PRC,2022-04-30,YSLA,,93.87,97.50,465,462,,,0,MEDIUM,9065,2022,46,D,Y,JILIN-01 GAOFEN 3D 6,2022-046D,52391
21234,2022-046E,52392,PAYLOAD,JILIN-01 GAOFEN 3D 7,PRC,2022-04-30,YSLA,,93.60,97.49,451,450,,,0,MEDIUM,9065,2022,46,E,Y,JILIN-01 GAOFEN 3D 7,2022-046E,52392
21235,2022-047AE,52422,PAYLOAD,BRO-6,FR,2022-05-02,RLLC,,93.95,97.37,471,464,,,0,MEDIUM,9065,2022,47,AE,Y,BRO-6,2022-047AE,52422
21236,2022-048C,52445,PAYLOAD,JILIN-01 GAOFEN 3D 28,PRC,2022-05-05,TSC,,94.07,97.57,478,468,,,0,MEDIUM,9065,2022,48,C,Y,JILIN-01 GAOFEN 3D 28,2022-048C,52445
21237,2022-048D,52446,PAYLOAD,JILIN-01 GAOFEN 3D 29,PRC,2022-05-05,TSC,,94.06,97.57,477,469,,,0,MEDIUM,9065,2022,48,D,Y,JILIN-01 GAOFEN 3D 29,2022-048D,52446
21238,2022-048E,52447,PAYLOAD,JILIN-01 GAOFEN 3D 30,PRC,2022-05-05,TSC,,93.99,97.57,477,462,,,0,MEDIUM,9065,2022,48,E,Y,JILIN-01 GAOFEN 3D 30,2022-048E,52447
21239,2022-048G,52449,PAYLOAD,JILIN-01 GAOFEN 3D 32,PRC,2022-05-05,TSC,,93.01,97.58,428,417,,,0,MEDIUM,9065,2022,48,G,Y,JILIN-01 GAOFEN 3D 32,2022-048G,52449
21240,2022-048H,52450,PAYLOAD,JILIN-01 GAOFEN 3D 33,PRC,2022-05-05,TSC,,93.32,97.58,442,432,,,0,MEDIUM,9065,2022,48,H,Y,JILIN-01 GAOFEN 3D 33,2022-048H,52450
21241,2022-049R,52466,PAYLOAD,STARLINK-3840,US,2022-05-06,AFETR,,92.73,53.19,413,404,,,0,LARGE,9065,2022,49,R,Y,STARLINK-3840,2022-049R,52466
21242,2022-049AD,52478,PAYLOAD,STARLINK-3825,US,2022-05-06,AFETR,,95.44,53.21,540,539,,,0,LARGE,9065,2022,49,AD,Y,STARLINK-3825,2022-049AD,52478
21243,2022-049AN,52487,PAYLOAD,STARLINK-3902,US,2022-05-06,AFETR,,95.44,53.21,540,539,,,0,LARGE,9065,2022,49,AN,Y,STARLINK-3902,2022-049AN,52487
21244,2022-049AT,52492,PAYLOAD,STARLINK-3916,US,2022-05-06,AFETR,,95.45,53.22,542,539,,,0,LARGE,9065,2022,49,AT,Y,STARLINK-3916,2022-049AT,52492
21245,2022-049AW,52495,PAYLOAD,STARLINK-3905,US,2022-05-06,AFETR,,91.57,53.21,352,351,,,0,LARGE,9065,2022,49,AW,Y,STARLINK-3905,2022-049AW,52495
21246,2022-051F,52538,PAYLOAD,STARLINK-3933,US,2022-05-13,AFWTR,,95.44,53.22,540,539,,,0,LARGE,9065,2022,51,F,Y,STARLINK-3933,2022-051F,52538
21247,2022-051Q,52547,PAYLOAD,STARLINK-3869,US,2022-05-13,AFWTR,,91.17,53.22,333,330,,,0,LARGE,9065,2022,51,Q,Y,STARLINK-3869,2022-051Q,52547
21248,2022-051AN,52569,PAYLOAD,STARLINK-3927,US,2022-05-13,AFWTR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,51,AN,Y,STARLINK-3927,2022-051AN,52569
21249,2022-051AR,52575,PAYLOAD,STARLINK-3920,US,2022-05-13,AFWTR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,51,AR,Y,STARLINK-3920,2022-051AR,52575
21250,2022-051AV,52579,PAYLOAD,STARLINK-3893,US,2022-05-13,AFWTR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,51,AV,Y,STARLINK-3893,2022-051AV,52579
21251,2022-052J,52606,PAYLOAD,STARLINK-3928,US,2022-05-14,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,52,J,Y,STARLINK-3928,2022-052J,52606
21252,2022-052N,52610,PAYLOAD,STARLINK-3998,US,2022-05-14,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,52,N,Y,STARLINK-3998,2022-052N,52610
21253,2022-052P,52611,PAYLOAD,STARLINK-3980,US,2022-05-14,AFETR,,95.43,53.22,541,538,,,0,LARGE,9065,2022,52,P,Y,STARLINK-3980,2022-052P,52611
21254,2022-052Q,52612,PAYLOAD,STARLINK-4002,US,2022-05-14,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,52,Q,Y,STARLINK-4002,2022-052Q,52612
21255,2022-052AM,52633,PAYLOAD,STARLINK-3994,US,2022-05-14,AFETR,,95.44,53.21,541,539,,,0,LARGE,9065,2022,52,AM,Y,STARLINK-3994,2022-052AM,52633
21256,2022-052AX,52643,PAYLOAD,STARLINK-3963,US,2022-05-14,AFETR,,95.43,53.22,540,539,,,0,LARGE,9065,2022,52,AX,Y,STARLINK-3963,2022-052AX,52643
21257,2022-053R,52671,PAYLOAD,STARLINK-4071,US,2022-05-18,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,53,R,Y,STARLINK-4071,2022-053R,52671
21258,2022-053T,52673,PAYLOAD,STARLINK-3976,US,2022-05-18,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,53,T,Y,STARLINK-3976,2022-053T,52673
21259,2022-053AQ,52694,PAYLOAD,STARLINK-4072,US,2022-05-18,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,53,AQ,Y,STARLINK-4072,2022-053AQ,52694
21260,2022-053BD,52707,PAYLOAD,STARLINK-4007,US,2022-05-18,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,53,BD,Y,STARLINK-4007,2022-053BD,52707
21261,2022-053BE,52708,PAYLOAD,STARLINK-3962,US,2022-05-18,AFETR,,95.44,53.22,540,539,,,0,LARGE,9065,2022,53,BE,Y,STARLINK-3962,2022-053BE,52708
21262,2022-057H,52739,PAYLOAD,CONNECTA T1.1,TURK,2022-05-25,AFETR,,93.27,97.60,439,431,,,0,SMALL,9065,2022,57,H,Y,CONNECTA T1.1,2022-057H,52739
21263,2022-057T,52749,PAYLOAD,ICEYE-X18,BRAZ,2022-05-25,AFETR,,89.68,97.56,267,250,,,0,MEDIUM,9065,2022,57,T,Y,ICEYE-X18,2022-057T,52749
21264,2022-057V,52751,UNKNOWN,OBJECT V,TBD,2022-05-25,AFETR,,94.26,97.60,487,478,,,0,SMALL,9065,2022,57,V,Y,OBJECT V,2022-057V,52751
21265,2022-057W,52752,PAYLOAD,NUSAT-31 (RUBY PAYNE-S),ARGN,2022-05-25,AFETR,,93.36,97.61,443,435,,,0,MEDIUM,9065,2022,57,W,Y,NUSAT-31 (RUBY PAYNE-S),2022-057W,52752
21266,2022-057Y,52754,PAYLOAD,HAWK-5C,US,2022-05-25,AFETR,,93.91,97.60,470,461,,,0,MEDIUM,9065,2022,57,Y,Y,HAWK-5C,2022-057Y,52754
21267,2022-057AD,52759,PAYLOAD,ICEYE-X20,FIN,2022-05-25,AFETR,,92.28,97.59,390,382,,,0,MEDIUM,9065,2022,57,AD,Y,ICEYE-X20,2022-057AD,52759
21268,2022-057AG,52762,PAYLOAD,ICEYE-X17,US,2022-05-25,AFETR,,92.82,97.58,420,406,,,0,MEDIUM,9065,2022,57,AG,Y,ICEYE-X17,2022-057AG,52762
21269,2022-057AH,52763,PAYLOAD,SHERPA-AC1,US,2022-05-25,AFETR,,94.28,97.60,489,478,,,0,MEDIUM,9065,2022,57,AH,Y,SHERPA-AC1,2022-057AH,52763
21270,2022-057AK,52765,PAYLOAD,ARMSAT1 URDANETA,SPN,2022-05-25,AFETR,,92.87,97.60,419,411,,,0,MEDIUM,9065,2022,57,AK,Y,ARMSAT1 URDANETA,2022-057AK,52765
21271,2022-057AL,52766,PAYLOAD,CELESTIS 21/VARISAT 1C,US,2022-05-25,AFETR,,92.24,97.60,389,379,,,0,SMALL,9065,2022,57,AL,Y,CELESTIS 21/VARISAT 1C,2022-057AL,52766
21272,2022-057AQ,52770,PAYLOAD,PLATFORM-1,BGR,2022-05-25,AFETR,,93.15,97.60,434,424,,,0,MEDIUM,9065,2022,57,AQ,Y,PLATFORM-1,2022-057AQ,52770
21273,2022-057AR,52771,PAYLOAD,OMNI-L2,US,2022-05-25,AFETR,,97.34,97.51,637,626,,,0,MEDIUM,9065,2022,57,AR,Y,OMNI-L2,2022-057AR,52771
21274,2022-057AV,52775,PAYLOAD,GUARDIAN,SPN,2022-05-25,AFETR,,92.87,97.59,419,411,,,0,SMALL,9065,2022,57,AV,Y,GUARDIAN,2022-057AV,52775
21275,2022-058K,52794,ROCKET BODY,CZ-2C R/B,PRC,2022-06-02,XSC,,93.80,50.20,505,417,,,0,LARGE,9065,2022,58,K,Y,CZ-2C R/B,2022-058K,52794
21276,2022-062C,52832,PAYLOAD,STARLINK-4083,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,C,Y,STARLINK-4083,2022-062C,52832
21277,2022-062E,52834,PAYLOAD,STARLINK-4108,US,2022-06-17,AFETR,,95.44,53.21,541,539,,,0,LARGE,9065,2022,62,E,Y,STARLINK-4108,2022-062E,52834
21278,2022-062W,52850,PAYLOAD,STARLINK-4187,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,W,Y,STARLINK-4187,2022-062W,52850
21279,2022-062Z,52853,PAYLOAD,STARLINK-4189,US,2022-06-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,62,Z,Y,STARLINK-4189,2022-062Z,52853
21280,2022-062AA,52854,PAYLOAD,STARLINK-4204,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,AA,Y,STARLINK-4204,2022-062AA,52854
21281,2022-062AC,52856,PAYLOAD,STARLINK-4201,US,2022-06-17,AFETR,,95.43,53.22,541,538,,,0,LARGE,9065,2022,62,AC,Y,STARLINK-4201,2022-062AC,52856
21282,2022-062AU,52872,PAYLOAD,STARLINK-4213,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,AU,Y,STARLINK-4213,2022-062AU,52872
21283,2022-062AX,52875,PAYLOAD,STARLINK-4193,US,2022-06-17,AFETR,,95.44,53.22,540,539,,,0,LARGE,9065,2022,62,AX,Y,STARLINK-4193,2022-062AX,52875
21284,2022-062AY,52876,PAYLOAD,STARLINK-4200,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,AY,Y,STARLINK-4200,2022-062AY,52876
21285,2022-062BE,52882,PAYLOAD,STARLINK-4181,US,2022-06-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,62,BE,Y,STARLINK-4181,2022-062BE,52882
21286,2022-065D,52897,PAYLOAD,STEP CUBE LAB-II,SKOR,2022-06-21,NSC,,98.50,98.15,693,680,,,0,MEDIUM,9065,2022,65,D,Y,STEP CUBE LAB-II,2022-065D,52897
21287,2022-065F,52899,PAYLOAD,SNUGLITE-II,SKOR,2022-06-21,NSC,,98.44,98.15,690,678,,,0,SMALL,9065,2022,65,F,Y,SNUGLITE-II,2022-065F,52899
21288,2022-068B,52908,PAYLOAD,YAOGAN-35 02B,PRC,2022-06-23,XSC,,94.48,34.99,497,490,,,0,LARGE,9065,2022,68,B,Y,YAOGAN-35 02B,2022-068B,52908
21289,2022-072A,52935,PAYLOAD,DS-EO,SING,2022-06-30,SRI,,95.44,10.00,543,537,,,0,LARGE,9065,2022,72,A,Y,DS-EO,2022-072A,52935
21290,2022-072C,52937,PAYLOAD,NEUSAR,SING,2022-06-30,SRI,,93.49,9.98,449,442,,,0,LARGE,9065,2022,72,C,Y,NEUSAR,2022-072C,52937
21291,2022-076Q,53000,PAYLOAD,STARLINK-4194,US,2022-07-07,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,76,Q,Y,STARLINK-4194,2022-076Q,53000
21292,2022-077E,53047,PAYLOAD,STARLINK-4352,US,2022-07-11,AFWTR,,95.92,97.66,564,562,,,0,LARGE,9065,2022,77,E,Y,STARLINK-4352,2022-077E,53047
21293,2022-077F,53048,PAYLOAD,STARLINK-4355,US,2022-07-11,AFWTR,,95.92,97.66,565,561,,,0,LARGE,9065,2022,77,F,Y,STARLINK-4355,2022-077F,53048
21294,2022-077G,53049,PAYLOAD,STARLINK-4345,US,2022-07-11,AFWTR,,95.92,97.65,566,561,,,0,LARGE,9065,2022,77,G,Y,STARLINK-4345,2022-077G,53049
21295,2022-077J,53051,PAYLOAD,STARLINK-4336,US,2022-07-11,AFWTR,,95.92,97.65,565,561,,,0,LARGE,9065,2022,77,J,Y,STARLINK-4336,2022-077J,53051
21296,2022-077S,53059,PAYLOAD,STARLINK-4320,US,2022-07-11,AFWTR,,95.92,97.65,564,562,,,0,LARGE,9065,2022,77,S,Y,STARLINK-4320,2022-077S,53059
21297,2022-077T,53060,PAYLOAD,STARLINK-4305,US,2022-07-11,AFWTR,,95.92,97.65,564,562,,,0,LARGE,9065,2022,77,T,Y,STARLINK-4305,2022-077T,53060
21298,2022-077V,53062,PAYLOAD,STARLINK-4311,US,2022-07-11,AFWTR,,95.92,97.65,564,562,,,0,LARGE,9065,2022,77,V,Y,STARLINK-4311,2022-077V,53062
21299,2022-077X,53064,PAYLOAD,STARLINK-4313,US,2022-07-11,AFWTR,,95.92,97.65,565,562,,,0,LARGE,9065,2022,77,X,Y,STARLINK-4313,2022-077X,53064
21300,2022-077Z,53066,PAYLOAD,STARLINK-4309,US,2022-07-11,AFWTR,,95.92,97.65,564,563,,,0,LARGE,9065,2022,77,Z,Y,STARLINK-4309,2022-077Z,53066
21301,2022-077AG,53073,PAYLOAD,STARLINK-4346,US,2022-07-11,AFWTR,,95.87,97.65,562,560,,,0,LARGE,9065,2022,77,AG,Y,STARLINK-4346,2022-077AG,53073
21302,2022-077AH,53074,PAYLOAD,STARLINK-4310,US,2022-07-11,AFWTR,,95.92,97.65,564,563,,,0,LARGE,9065,2022,77,AH,Y,STARLINK-4310,2022-077AH,53074
21303,2022-077AL,53077,PAYLOAD,STARLINK-4315,US,2022-07-11,AFWTR,,95.29,97.65,533,532,,,0,LARGE,9065,2022,77,AL,Y,STARLINK-4315,2022-077AL,53077
21304,2022-077AN,53079,PAYLOAD,STARLINK-4327,US,2022-07-11,AFWTR,,95.92,97.66,564,562,,,0,LARGE,9065,2022,77,AN,Y,STARLINK-4327,2022-077AN,53079
21305,2022-077AW,53087,PAYLOAD,STARLINK-4329,US,2022-07-11,AFWTR,,95.89,97.66,564,559,,,0,LARGE,9065,2022,77,AW,Y,STARLINK-4329,2022-077AW,53087
21306,2022-079C,53104,ROCKET BODY,ELECTRON KICK STAGE R/B,US,2022-07-13,RLLC,,96.36,40.02,590,579,,,0,MEDIUM,9065,2022,79,C,Y,ELECTRON KICK STAGE R/B,2022-079C,53104
21307,2022-083P,53145,PAYLOAD,STARLINK-4106,US,2022-07-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,83,P,Y,STARLINK-4106,2022-083P,53145
21308,2022-083AE,53160,PAYLOAD,STARLINK-4096,US,2022-07-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,9065,2022,83,AE,Y,STARLINK-4096,2022-083AE,53160
21309,2022-083AP,53169,PAYLOAD,STARLINK-4117,US,2022-07-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,83,AP,Y,STARLINK-4117,2022-083AP,53169
21310,2022-083AS,53172,PAYLOAD,STARLINK-4299,US,2022-07-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,83,AS,Y,STARLINK-4299,2022-083AS,53172
21311,2022-083AT,53173,PAYLOAD,STARLINK-4300,US,2022-07-17,AFETR,,95.44,53.22,541,539,,,0,LARGE,9065,2022,83,AT,Y,STARLINK-4300,2022-083AT,53173
21312,2022-083BB,53181,PAYLOAD,STARLINK-4273,US,2022-07-17,AFETR,,92.79,53.19,418,404,,,0,LARGE,9065,2022,83,BB,Y,STARLINK-4273,2022-083BB,53181
21313,2022-084J,53197,PAYLOAD,STARLINK-4403,US,2022-07-22,AFWTR,,95.92,97.66,565,561,,,0,LARGE,9065,2022,84,J,Y,STARLINK-4403,2022-084J,53197
21314,2022-084L,53199,PAYLOAD,STARLINK-4395,US,2022-07-22,AFWTR,,95.92,97.65,565,561,,,0,LARGE,9065,2022,84,L,Y,STARLINK-4395,2022-084L,53199
21315,2022-084Q,53203,PAYLOAD,STARLINK-4409,US,2022-07-22,AFWTR,,95.92,97.65,564,562,,,0,LARGE,9065,2022,84,Q,Y,STARLINK-4409,2022-084Q,53203
21316,2022-084S,53205,PAYLOAD,STARLINK-4397,US,2022-07-22,AFWTR,,95.92,97.65,565,561,,,0,LARGE,9065,2022,84,S,Y,STARLINK-4397,2022-084S,53205
21317,2022-084U,53207,PAYLOAD,STARLINK-4413,US,2022-07-22,AFWTR,,95.92,97.65,564,562,,,0,LARGE,9065,2022,84,U,Y,STARLINK-4413,2022-084U,53207
21318,2022-084W,53209,PAYLOAD,STARLINK-4423,US,2022-07-22,AFWTR,,95.92,97.66,565,562,,,0,LARGE,9065,2022,84,W,Y,STARLINK-4423,2022-084W,53209
21319,2022-084X,53210,PAYLOAD,STARLINK-4427,US,2022-07-22,AFWTR,,95.92,97.65,565,561,,,0,LARGE,9065,2022,84,X,Y,STARLINK-4427,2022-084X,53210
