,organisation_id,organisation_name,date_lower,date_upper,host_country
1687,742,Swedish Space Corporation,1972-07-01,,Unknown
1688,743,Surrey Satellite Technology Ltd,1985-11-01,,Unknown
1689,744,ST-2 Satellite Ventures,2008-11-01,,Unknown
1690,745,Stanford University,1885-11-01,,Unknown
1691,746,Stellenbosch University,1866-11-01,,Unknown
1692,747,Singapore Telecom,1992-03-01,,Unknown
1693,748,Stellat,2001-02-01,2002-08-01,Unknown
1694,749,"NASA Langley Research Center, Space Task Group",1958-10-01,1963-01-03,Unknown
1695,750,IBM Satellite Transponder Leasing Corp.,1986-11-01,,Unknown
1696,751,Star One,2000-12-01,,Unknown
1697,752,USAF SMC/DoD Space Test Program,1967-11-01,,Unknown
1698,753,Starsem,1996-08-06,,Unknown
1699,754,Space and Upper Atmosphere Research Commission,1961-09-01,,Unknown
1700,755,"Scuola Universitaria Professionale della Svizzera, Dipart. Tecn. Innovative",1997-11-01,,Unknown
1701,756,Texas AM University,1876-11-01,,Unknown
1702,757,Telesat Canada,1969-09-01,,Unknown
1703,758,Telecommunications Satellite Inc. (Tempo Satellite Inc),1990-11-01,1998-11-01,Unknown
1704,759,Technion,1924-11-01,,Unknown
1705,760,Brazilian Telecoms SA,1972-11-01,1998-06-01,Unknown
1706,761,Teledesic LLC.,1990-06-01,2002-11-01,Unknown
1707,762,"Directorate of Telecoms, Informatics and Adv. Tech.",,,Unknown
1708,763,PT Telecommunications of Indonesia,1991-11-01,,Unknown
1709,764,Tele Mexico,1989-11-01,1997-11-01,Unknown
1710,765,Terrestar Corp.,2007-11-01,,Unknown
1711,766,Thuraya Satellite,1997-11-01,,Unknown
1712,767,Tokyo Inst of Technology,1881-11-01,,Unknown
1713,768,Telesat Mobile Inc.,1988-11-01,2002-11-01,Unknown
1714,769,Thai Microsatellite,,,Unknown
1715,770,Telenor,1855-11-01,,Unknown
1716,771,Tohoku University,1907-11-01,,Unknown
1717,772,Tokyo University,1949-11-01,,Unknown
1718,773,Polytechnic University of Turin,1906-11-01,,Unknown
1719,774,"TransOrbital, Inc",1999-11-01,,Unknown
1720,775,TRW Inc.,1958-11-01,2002-07-01,Unknown
1721,776,"Central Bank, Russian Federation",1990-07-13,,Unknown
1722,777,Telecommunications Satellite Corp of Japan,1979-11-01,1992-10-01,Unknown
1723,778,Tsinghua University,1911-11-01,,Unknown
1724,779,TsKBEM Filial No. 3,1967-11-01,1974-11-01,Unknown
1725,780,Douglas Aircraft Corp. Missiles and Space Systems Division (HB),1963-11-01,1967-04-28,Unknown
1726,781,Central KB for Experimental Machine Building,1966-03-06,1974-11-01,Unknown
1727,782,Machine Building Special Design Bureau,1966-03-01,1983-11-01,Unknown
1728,783,Telesat,2007-10-01,,Unknown
1729,784,TsNIIMash (Tsenralniy NII Mashinostroeniya),1967-11-01,1992-11-01,Unknown
1730,785,TsNII-108 GKRE (Zaslavskiy),1946-11-01,1991-11-01,Unknown
1731,786,Telespazio,1965-11-01,,Unknown
1732,787,Central Specialized Design Bureau,1974-11-01,1996-04-12,Unknown
1733,788,Central Specialized Design Bureau - Progress,1996-04-12,,Unknown
1734,789,Central Space Forces Directorate,1964-10-01,1970-03-01,Unknown
1735,791,Technical University of Berlin,1946-04-09,,Unknown
1736,792,STRC Information Technologies and Electronics Institute,1985-11-01,2006-05-01,Unknown
1737,793,STRC Space Technologies Research Institute,2006-05-01,,Unknown
1738,794,Turkish PTT,1989-11-01,1995-11-01,Unknown
1739,795,Turksat Satellite Comm. and Cable TV Operation AS,2004-07-01,,Unknown
1740,796,Turk Telecom,1995-11-01,2004-07-01,Unknown
1741,797,Ufa State Aviation Technical University,1932-11-01,,Unknown
1742,798,ViaSat Inc.,2007-11-01,,Unknown
1743,799,University of Vigo,1990-11-01,,Unknown
1744,800,Russian Military Space Forces,1992-08-10,1997-07-01,Unknown
1745,801,Russian Military Space Forces,1997-07-01,2001-06-01,Unknown
1746,802,Soviet Navy,1917-11-01,1991-12-01,Unknown
1747,803,Russian Navy,1991-12-01,,Unknown
1748,804,All-Union Electromechanical Scientific Research Institute,1959-11-01,1992-11-01,Unknown
1749,805,All-Union Electromechanical Scientific Research Institute,1992-11-01,2011-12-30,Unknown
1750,806,Vietnam PT Corp,1992-11-01,,Unknown
1751,807,Military-Topographic Service of the Soviet Army,1941-11-01,1991-11-01,Unknown
1752,809,Aerospace Defence Forces,2011-12-01,,Unknown
1753,810,Waseda Daigaku (Sodai),1902-11-01,,Unknown
1754,811,WildBlue Communications Inc.,1998-11-01,,Unknown
1755,812,"Weber State Univ., Utah",1889-11-01,,Unknown
1756,813,"CAST, Weber State Univ., Utah",1982-11-01,2002-11-01,Unknown
1757,814,Dornier Flugzeugwerke (Freidrichshafen),1914-11-01,1985-11-01,Unknown
1758,815,NASA Wallops Flight Center,1974-04-01,1981-11-01,Unknown
1759,816,NASA Wallops Station,1959-05-01,1974-04-01,Unknown
1760,817,Worldspace Inc.,1990-11-01,2010-11-01,Unknown
1761,818,Weapons Research Establishment,1955-11-01,1978-11-01,Unknown
1762,819,USAF Western Space and Missile Center,1979-11-01,1997-11-01,Unknown
1763,820,Julius-Maximilians-Universitat Wurzburg,1582-11-01,,Unknown
1764,821,XTAR LLC  (Hisdesat/Loral),2001-11-01,,Unknown
1765,822,Southern State Design Bureau,1965-11-01,,Unknown
1766,823,Zhejiang University,1897-11-01,,Unknown
1767,824,ZIKh (Zavod im. M.V. Khrunichev),1960-10-01,1994-11-01,Unknown
1768,825,General Armaments Dept. of the PLA,1998-04-01,,Unknown
1769,826,US Air Force Materiel Command,1992-07-01,,Unknown
1770,827,"US Air Force Systems Command, Los Angeles AFS",1961-04-01,1992-07-01,Unknown
1771,828,US Air Force Western Development Division,1954-07-01,1957-06-01,Unknown
1772,829,RCA Alaska Communications Inc. (Alascom),1970-11-01,1979-11-01,Unknown
1773,830,AMSAT,1969-03-03,,Unknown
1774,831,Soviet Academy of Sciences,,1991-11-01,Unknown
1775,832,Czech Academy of Sciences,1992-11-01,,Unknown
1776,833,USAF Air Research and Development Command (AFCRL division),1950-11-01,1961-04-01,Unknown
1777,834,Army Rocket and Guided Missile Agency,1958-03-31,1961-12-01,Unknown
1778,835,American Satellite Corp,1982-11-01,1985-11-01,Unknown
1779,836,ATT Skynet Satellite Services,1962-11-01,1996-11-01,Unknown
1780,837,Federal Ministry for Scienfitic Research,1962-11-01,1969-09-01,Unknown
1781,838,Bolkow-Entwicklungen KG,1956-11-01,1968-11-01,Unknown
1782,839,"Bureau of Ordnance, US Navy",1862-11-01,1959-09-01,Unknown
1783,840,Bundeswehr,1955-11-12,,Unknown
1784,841,Cablevision Systems Corp.,1973-11-01,,Unknown
1785,842,Inst.de Investigaciones Cientificas y Tech. de las Fuerzas Armadas,1982-11-01,1991-05-28,Unknown
1786,843,"Voluntary Society of Assistance to the Army, AF and Navy",1951-08-01,1991-09-25,Unknown
1787,844,European Aeronautic Defense and Space Company EADS N.V.,2000-07-10,,Unknown
1788,845,General Dynamics,,,Unknown
1789,846,Main Geodesy and Cartography Administration of the USSR,,1991-11-01,Unknown
1790,847,Minstry of Resources and Land,1998-11-01,,Unknown
1791,848,Hughes Electronics Corp.,1985-11-01,2003-11-01,Unknown
1792,849,"Israeli Aircraft Industries, Mabat factory",1968-11-01,,Unknown
1793,850,ICO Global Communications,1995-01-01,2000-05-01,Unknown
1794,851,Institute for Aerospace Research,1961-11-01,1991-11-01,Unknown
1795,852,ImageSat International N.V.,1997-11-01,,Unknown
1796,853,Kuibyshev Aviation Institute,1942-11-01,1967-11-01,Unknown
1797,854,KB Salyut,1981-11-01,1994-11-01,Unknown
1798,855,Kiruna Geophysical Observatory,1957-11-01,1973-11-01,Unknown
1799,856,Khrunichev State Research and Production Center,1994-11-01,,Unknown
1800,857,TsNII Kometa,1973-11-01,,Unknown
1801,858,NACA Langley Research Center,1917-11-01,1958-10-01,Unknown
1802,859,Lockheed Martin,1995-03-15,,Unknown
1803,860,Lockheed Martin Global Telecommunications,1995-03-01,,Unknown
1804,861,Martin-Denver,1955-11-01,1961-11-01,Unknown
1805,862,McDonnell Douglas,1967-11-01,1996-11-01,Unknown
1806,863,Italian Defense Administration,,,Unknown
1807,864,Ministry of the Electrotechnical Industry,1965-11-01,1991-11-01,Unknown
1808,865,Martin Marietta,1961-11-01,1995-11-01,Unknown
1809,866,"Ministry of Education, Science and Culture",1950-11-01,2001-01-01,Unknown
1810,867,Mozhaiskiy Red Banner Military Space Engineering Institute,1955-11-01,1990-11-01,Unknown
1811,868,Mobile Satellite Ventures L.P.,2000-06-01,2008-12-01,Unknown
1812,869,Miinistry of the Armed Forces,1946-03-01,1950-02-01,Unknown
1813,870,"Chinese People""s Liberation Army",1927-08-01,,Unknown
1814,871,PO Polyot,1990-11-01,2007-11-01,Unknown
1815,872,Progress Factory,1961-11-01,1996-04-01,Unknown
1816,873,Regional African Satellite Comms. Organization,1993-11-01,,Unknown
1817,874,Space Technical Group,1961-11-01,1972-07-01,Unknown
1818,875,Sandia Laboratories,1948-04-01,1979-11-01,Unknown
1819,876,Space Data Corp.,1963-11-01,1988-11-01,Unknown
1820,877,UK Science and Engineering Research Council,1981-11-01,1994-11-01,Unknown
1821,878,SKB-385 (Makeev),1959-11-01,1993-11-01,Unknown
1822,879,SkyTerra Comms,2003-11-01,2010-07-01,Unknown
1823,880,Southwest Louisiana Industrial Institute,1900-11-01,1960-11-01,Unknown
1824,881,Soviet Army,1946-11-01,1992-11-01,Unknown
1825,882,"Space and Naval Warfare Systems Command, Space Field Activity",1987-11-01,,Unknown
1826,883,NASA Space Task Group,1963-01-03,,Unknown
1827,884,Space Technology Laboratories,1957-11-01,1958-11-01,Unknown
1828,808,Topographics Service of the Russian Armed Forces,1991-11-01,2010-11-01,Unknown
1829,1628,Nevada Museum of Art,1931-01-01,,Unknown
1830,885,Scientific and Technological Research Council (Turkey),1963-07-01,,Unknown
1831,886,University of Colorado,1876-11-01,,Unknown
1832,887,University of Southern California,1880-11-01,,Unknown
1833,888,USAF Western Test Range,1964-11-01,1979-11-01,Unknown
1834,3728,Tsing Shen,2023-01-01,,Unknown
1835,3827,Creotech Instruments S.A.,2012-01-01,,Unknown
1836,3836,Rapidtek Technologies Inc,2015-01-01,,Unknown
1837,3844,Jitian Xingzhou Space Tech. Co. Ltd.,2021-06-01,,Unknown
1838,3876,Final Frontier (Shandong) Aerospace Tech. Co. Ltd.,2023-01-03,,Unknown
1839,3729,Ningbo Zhihui Space Technology,2020-11-12,,Unknown
1840,3828,Epic Aerospace (Uruguay),2021-01-01,,Unknown
1841,3837,"Senegalese Space Project, Ministry of Higher Education, Research and Innovation",2020-01-01,,Unknown
1842,3845,Shanghai Gesi Information Tech. Co. Ltd.,2006-03-30,,Unknown
1843,3877,Shanghai Aerospace Technology Co. Ltd.,2020-08-01,,Unknown
1844,1029,Gazprom Space Systems,2008-12-01,,Unknown
1845,1030,Turkish Minstry of National Defense,1970-01-01,,Unknown
1846,1031,China Resources Satellite Applications Center (CRESDA),,,Unknown
1847,1033,SES World Skies (The Hague),2009-09-01,,Unknown
1848,1035,Belarus Academy of Sciences,1929-01-01,,Unknown
1849,1038,SPOT Image,1982-01-01,,Unknown
1850,1039,Osaka Inst. of Technology,1922-01-01,,Unknown
1851,1040,Morehead State University,1887-01-01,,Unknown
1852,1041,University of California Berkeley,1868-03-23,,Unknown
1853,1042,Lawrence Livermore National Lab,1980-01-01,,Unknown
1854,1044,Wakayama University,1949-01-01,,Unknown
1855,1045,Fukuoka Institute of Technology,1954-01-01,,Unknown
1856,1046,San Jose State University,1857-01-01,,Unknown
1857,1047,"Space Lab, Financing and Promoting Technology Corp. University Ha Noi",2006-09-01,,Unknown
1858,1048,Meisei Electric Co. Ltd,1938-01-01,,Unknown
1859,1049,Tethers Unlimited Inc (TUI),1994-01-01,,Unknown
1860,1050,"Azerkosmos, Min. of Comms and IT.",1991-03-01,,Unknown
1861,1051,Graz University of Technology,1811-03-01,,Unknown
1862,1052,University of Vienna Inst. for Astronomy,,,Unknown
1863,1055,All-Union Electromechanical Scientific Research Institute,1992-04-01,2011-12-30,Unknown
1864,1056,Open Source Satellite Initiative,2011-05-01,,Unknown
1865,1057,Cosmogia Inc.,2011-05-01,,Unknown
1866,1058,Dresden University of Technology,1828-05-01,,Unknown
1867,1059,"Orbital Sciences HIF, Mid-Atlantic Regional Spaceport",2011-05-01,,Unknown
1868,1060,"Commission for Science, Technology and Industry for National Defence",1982-05-01,2008-05-01,Unknown
1869,1061,"State Administration for Science, Technology and Industry for National Defence",2008-05-01,,Unknown
1870,1062,Ecuadorian Civilian Space Agency,2007-11-01,,Unknown
1871,1063,Ministry of Science Technology and Productive Innovation,,,Unknown
1872,1064,Canadian Armament Research and Development Establishment,1945-06-01,1969-06-01,Unknown
1873,1065,Defense Research and Development Canada,2000-04-01,,Unknown
1874,1066,"Directorate of Space Development (DSpaceD), Department of National Defense",1997-06-01,,Unknown
1875,1068,Vietnam Academy of Science and Technology,1975-06-01,,Unknown
1876,1069,Estonian Student Satellite Program,2012-06-01,,Unknown
1877,1070,O3B Networks Ltd.,2007-07-01,,Unknown
1878,1072,"Shanghai Engineering Center for Microsatellites, SIMIT",2003-08-01,,Unknown
1879,1073,"Supreme Council of Information and Communication Technology, Qatar",,,Unknown
1880,1075,"Assistant Chief of Naval Staff (Comms, Space and Network-Centric Ops)",2012-06-01,,Unknown
1881,1077,Cornell University,1865-11-01,,Unknown
1882,1078,Project POPACS (Gil Moore),2013-11-01,,Unknown
1883,1079,"USAF Space and Missile Center, Development Planning Directorate",2005-12-01,,Unknown
1884,1082,Thomas Jefferson High School for Science and Technology,1985-12-01,,Unknown
1885,1083,Drexel University,1891-12-01,,Unknown
1886,1085,Saint Louis University,1818-12-01,,Unknown
1887,1086,University of Alabama-Huntsville,1969-12-01,,Unknown
1888,1087,University of Florida,1853-12-01,,Unknown
1889,1088,"Kentucky Space, Kentucky Science and Technology Corp.",2008-12-01,,Unknown
1890,1089,"COSMIAC, University of New Mexico-Albequerque",,,Unknown
1891,1090,Vermont Technical College,,,Unknown
1892,1091,"US Military Academy, West Point",,,Unknown
1893,1092,Vietnam National Satellite Center,2011-09-01,,Unknown
1894,1093,NanoSatisfi,2011-12-01,,Unknown
1895,1095,Narvik University College,1994-08-01,,Unknown
1896,1096,Skybox Imaging,2012-12-01,,Unknown
1897,1097,Gruppo di Astrodinamica dell Universita degli Studi di Roma La Sapienza,,2011-12-01,Unknown
1898,1098,Kyung Hee University,1949-12-01,,Unknown
1899,1099,Innovative Solutions In Space B.V.,2006-01-01,,Unknown
1900,1100,GomSpace,2007-12-01,,Unknown
1901,1101,"Space Research Center, Polish Academy of Sciences",1976-12-01,,Unknown
1902,1102,"University of Maryland, Baltimore County",1966-12-01,,Unknown
1903,1103,STADOKO UG,2012-12-01,,Unknown
1904,1104,Institute of Space Technology,2002-12-01,,Unknown
1905,1105,Pontifical Catholic University of Peru,1917-12-01,,Unknown
1906,1106,AMSAT-UK,1975-12-01,,Unknown
1907,1107,"Cape Peninsula University of Technology, Belleville Campus",2005-12-01,,Unknown
1908,1108,Technical University of Munich,1868-12-01,,Unknown
1909,1109,"US Air Force Institute of Technology, Wright-Patterson AFB Wright-Patterson AFB, Dayton, Ohio",1919-12-01,,Unknown
1910,1110,"Montana Space Grant Consortium, Montana State University, Bozeman",2010-12-01,,Unknown
1911,1114,"Medgar Evers College, City University of New York",1970-12-01,,Unknown
1912,1115,"Group of Astrodynamics for the Use of Space Systems, GAUSS SrI",2011-12-01,,Unknown
1913,1116,Planet Labs,2013-06-01,,Unknown
1914,1117,Bolivian Space Agency,2010-04-01,,Unknown
1915,1119,Thaicom Public Company Ltd.,2008-04-10,,Unknown
1916,1120,"University of Hawaii, Manoa",1907-03-01,,Unknown
1917,1121,Asia Broadcast Satellite Ltd.,2006-03-01,,Unknown
1918,1123,Peruvian Aviation University,1996-03-01,,Unknown
1919,1124,Southern Stars Group LLC,1993-03-01,,Unknown
1920,1125,Lithuanian Space Association,2010-03-01,,Unknown
1921,1126,Kaunas University of Technology,1920-01-01,,Unknown
1922,1127,Shinshu University,1949-03-01,,Unknown
1923,1128,Osaka Prefectural University,1883-03-01,,Unknown
1924,1129,Tsukuba University,1872-03-01,,Unknown
1925,1130,"Colorado Space Grant Consortium, U Colorado at Boulder",1989-05-01,,Unknown
1926,1131,Taylor University,1846-05-01,,Unknown
1927,1132,Tama Art University,1950-06-01,,Unknown
1928,1133,"National Inst. Communications Tech., Kashima Space Research",2004-06-01,,Unknown
1929,1134,"Radio Research Laboratory, NTT",1952-06-01,1985-06-01,Unknown
1930,1135,Elecnor Deimos (Castilla-La Mancha),2010-09-01,,Unknown
1931,1136,Satellogic S.A.,2011-07-01,,Unknown
1932,1137,SPUTNIX Ltd,2010-07-01,,Unknown
1933,1139,Herzliya Science Center,1994-07-01,,Unknown
1934,1140,National Cheng Kung University,1931-07-01,,Unknown
1935,1141,INPE Southern Regional Space Center,1996-07-01,,Unknown
1936,1142,Federal University of Santa Maria,1960-07-01,,Unknown
1937,1144,QB50 Consortium,,,Unknown
1938,1145,MicroSpace RAPID Pte Ltd.,2002-07-01,,Unknown
1939,1146,Canopus Systems US LLC,2011-07-01,,Unknown
1940,1147,Kyiv Polytechnic Institute,1898-07-01,,Unknown
1941,1148,Iraq Ministry of Science and Technology,2003-07-01,,Unknown
1942,1149,Vilnius University,1579-08-01,,Unknown
1943,1152,Dauria Aerospace,2012-04-01,,Unknown
1944,1153,UK Space Agency,2010-04-01,,Unknown
1945,1154,"Technology Strategy Board, Dept. for Business, Innovation and Skills",2007-07-01,,Unknown
1946,1155,National University of Engineering,1876-09-01,,Unknown
1947,1156,European Global Navigation Satellite Systems Agency,2010-09-01,,Unknown
1948,1157,Von Karman Institute for Fluid Dynamics,1956-10-01,,Unknown
1949,1159,Kyushu University,1903-11-01,,Unknown
1950,1160,Nagoya University,1939-11-01,,Unknown
1951,1161,Argentina Satellite Solutions,2006-11-01,,Unknown
1952,1165,South African National Defense Force,1994-01-01,,Unknown
1953,1166,University of New Hampshire,1866-02-01,,Unknown
1954,1167,MSU UNH,,,Unknown
1955,1168,CALP NSF,,,Unknown
1956,1169,"MHI Aerospace Systems, Tobishima Plant",,,Unknown
1957,1170,Brazilian Space Agency,,,Unknown
1958,1171,Eutelsat Americas,2014-03-07,,Unknown
1959,1172,NearSpaceLaunch,2012-03-01,,Unknown
1960,1173,Lambda Team,2014-03-01,,Unknown
1961,1174,"Lincoln Labs, Mass. Inst of Technology",1951-03-01,,Unknown
1962,1175,Federal'naya sluzhba bezopasnosti Rossiyskoy Federatsii,1995-03-01,,Unknown
1963,1176,Ministry of Communications of Turkmenistan,1991-05-01,,Unknown
1964,1177,The Planetary Society,1980-06-01,,Unknown
1965,1178,Booz Allen Hamilton,1914-08-01,,Unknown
1966,1179,Planetary Resources Inc.,2010-08-01,,Unknown
1967,1180,"Intelsat Ltd, US headquarters",2001-07-18,2009-12-15,Unknown
1968,1181,"Intelsat S.A., US headquarters",2009-12-15,,Unknown
1969,1182,University of Brasilia,1962-10-01,,Unknown
1970,1184,Shenzhen Hangtian DongFangHong HIT Satellite Co,2008-10-01,,Unknown
1971,1186,Xian University of Electronic Science and Tech.,1931-10-01,,Unknown
1972,1187,Shanghai Academy of Space Technology (CASC 8th Acad),1993-10-01,,Unknown
1973,1188,Nanjing University of Science and Technology,1953-10-01,,Unknown
1974,1189,Shanghai kexue daxue,2013-10-01,,Unknown
1975,1190,"NBN Co. Ltd. (nbn, National Broadband Network Co.)",2009-04-01,,Unknown
1976,1191,Harbin Institute of Technology,1920-10-01,,Unknown
1977,1192,Spire,2014-08-01,,Unknown
1978,1193,Chang Guang Satellite Technology Ltd,2014-12-01,,Unknown
1979,3933,ABS Global Satellite Ltd.,2017-01-01,,Unknown
1980,3938,Administracion Nacional de Telecomunicaciones,1974-07-25,,Unknown
1981,3946,Universit\'a degli Studi di Milano (UNIMI),1924-01-01,,Unknown
1982,3949,Universidad Nacional del Comahue (UNCOMA),1971-01-01,,Unknown
1983,3951,Aerospatiale Matra Lanceurs,1999-07-01,2000-07-10,Unknown
1984,3953,Astrium North America,2012-07-01,2014-01-01,Unknown
1985,3954,Boeing Rocketdyne,1996-12-01,2005-08-01,Unknown
1986,3961,Design Net Engineering,1996-01-01,,Unknown
1987,3962,FGUP NII Elektromekhaniki,1960-01-01,,Unknown
1988,3974,Lockheed Martin/Michoud,1995-03-15,,Unknown
1989,3983,NASDA Micro Space System Lab,,,Unknown
1990,3991,Process Fab Inc,2014-12-10,,Unknown
1991,3998,STENSAT,1999-01-01,,Unknown
1992,4001,Space Devices s.r.o.,1991-01-01,,Unknown
1993,4015,Worldsat LLC,2003-01-01,2005-02-01,Unknown
1994,4016,CMMB Vision Holdings (China Mobile Multimedia Broadcasting),,,Unknown
1995,4018,"Toshiba Komukai Works, Space Div",1966-01-01,,Unknown
1996,4030,Alcatel Alenia Space (F),2005-06-01,2007-04-10,Unknown
1997,4045,SES Satellites (Gibraltar) Ltd.,1996-02-23,,Unknown
1998,4046,SES Satellites (Bermuda) Ltd.,2010-11-02,,Unknown
1999,4048,DLR Raumfahrt-Agentur,1997-10-01,,Unknown
2000,4049,Lockheed Martin Advanced Technology Centre,1956-01-01,,Unknown
2001,4052,SPAWAR PMW 146 Com Sat Program Office,,,Unknown
2002,4054,Verhaert/SI,1984-01-01,2005-01-01,Unknown
2003,4055,Verheart Design and Development NV (VDD),2005-01-01,2010-01-01,Unknown
2004,4056,Honeywell Aerospace (Com Dev),2016-02-04,,Unknown
2005,4057,Commonwealth Scientific and Industrial Research Organization,1949-05-19,,Unknown
2006,4058,Patriot Infovention,2021-01-01,,Unknown
2007,4063,E-Space Rwanda,2022-08-24,,Unknown
2008,4064,Eutelsat OneWeb (Network Access Associates Ltd.),2023-09-01,,Unknown
2009,4068,Sultan Qaboos University,1986-01-01,,Unknown
2010,4074,Bonch-Bruevich Saint Petersburg State University of Telecommunications,1930-01-01,,Unknown
2011,3934,AEC/Able Engineering Inc.,1975-01-01,,Unknown
2012,3939,"AeroAstro, Inc",1988-01-01,2008-01-01,Unknown
2013,3947,UrtheCast Deimos Imaging,2015-08-01,2021-11-01,Unknown
2014,3952,Asia Broadcast Satellite (Hong Kong) Ltd.,2006-01-01,,Unknown
2015,3955,Boeing/Seal Beach,1996-12-01,,Unknown
2016,3963,"Facultad de Ingeneria, Universidad de la Republica",1888-01-01,,Unknown
2017,3975,MCI Communications Corp.,1963-10-03,1998-09-15,Unknown
2018,1197,SRI International,1977-11-01,,Unknown
2019,3984,NPP Khartron-Arkos Ltd (OKB-692),1959-01-01,,Unknown
2020,3992,Quetzsat S.A. de C.V,2004-01-01,,Unknown
2021,3999,"Saab Ericsson Space, Linkoping factory",1992-01-01,2006-01-01,Unknown
2022,4002,Space Oriented Higashiosaka Leading Association,2002-01-01,,Unknown
2023,4017,Tsentr Kosmonit OAO RKS (Rossiyskoe Kosmicheskiye Sistemi),,,Unknown
2024,4019,Tokai University,1942-01-01,,Unknown
2025,4031,Alcatel Alenia Space (I),2005-06-01,2007-04-10,Unknown
2026,4047,Boeing Huntsville (Cummings),1997-01-01,,Unknown
2027,4050,Lockheed Martin Solar and Astrophysics Laboratory,,,Unknown
2028,4053,SES S.A. (The Hague),2011-01-01,,Unknown
2029,4065,Moscow State Secondary General School 2086,,,Unknown
2030,4069,MIREA Russian Technological University,1947-05-28,,Unknown
2031,4075,Northern (Arctic) Federal University,2010-06-08,,Unknown
2032,3935,AMSAT-France,1996-01-01,2011-01-01,Unknown
2033,3940,"Aerojet Solid Propulsion Co., AF Plant 70",2013-06-01,,Unknown
2034,3956,"Boeing/Tulsa, Air Force Plant 3",1942-01-01,1993-12-01,Unknown
2035,3964,Globalstar LP,1994-03-24,2002-02-15,Unknown
2036,3976,MDA (MacDonald Dettwiler Assoc.) Robotics,1999-03-01,2017-10-01,Unknown
2037,3985,New York Broadband II,,,Unknown
2038,3993,"SAT-GE, GE International Holdings",1997-01-01,2001-01-01,Unknown
2039,4000,Sierra Nevada Corp. Space Systems (SpaceDev),2008-12-16,,Unknown
2040,4003,Space Systems International - Monaco S.A.M.,2004-01-01,,Unknown
2041,4020,Hangtian-Tsinghua Satellite Technology Ltd.,,,Unknown
2042,4032,"Alcatel Space, Centre spatiale de Cannes-Mandelieu",1998-07-01,2005-06-01,Unknown
2043,4051,Northrop Grumman NovaWorks,,,Unknown
2044,4066,Geocosmos CJSC,2019-01-01,,Unknown
2045,4070,Moscow Tech. Univ. of Communications and Informatics,1921-02-09,,Unknown
2046,4076,Shanghai GENESAT Space Tech Co Ltd.,2022-01-01,,Unknown
2047,3941,Airbus Defense and Space Launch Vehicles (ADS LV),2014-01-01,2015-01-01,Unknown
2048,3957,DASA Jena Optronic GmbH (DJO),1991-01-01,2010-01-01,Unknown
2049,3965,"Hang'kuk Hang-gong Daehakgyo, Space System Research Lab",2000-01-01,2007-01-01,Unknown
2050,3977,MEI Technologies,1992-01-01,2021-08-01,Unknown
2051,3986,New York Satellite Holdings LLC,2014-08-01,2016-04-01,Unknown
2052,3994,SENER,1956-01-01,,Unknown
2053,4004,SpaceDev,1997-01-01,2008-12-16,Unknown
2054,4021,Institute of Space Science (Romania),1990-01-01,,Unknown
2055,4033,Alenia Spazio,1990-01-01,2005-06-01,Unknown
2056,4067,Ministry of High Tech Industry,2019-05-08,,Unknown
2057,4071,SpaceOMID Co. LLC,2018-11-21,,Unknown
2058,4077,Tomsk State University of Control Systems and Radioelectronics,1962-04-21,,Unknown
2059,3942,Americom Asia Pacific (LMGT/GE Americom),1998-01-01,2003-06-01,Unknown
2060,3958,DBSD North America Inc.,2009-08-01,2012-03-01,Unknown
2061,3966,"InFocus, Edgewood, New Mexico (40 Blanco Drive)",2015-01-01,,Unknown
2062,3978,Microsat Systems Canada Inc,1975-01-01,,Unknown
2063,3987,OSC McLean,1997-01-01,2000-01-01,Unknown
2064,3995,SES Global,2001-01-01,2011-01-01,Unknown
2065,4005,Spectrum Astro,1988-01-01,2004-07-09,Unknown
2066,4022,Russian Institute for Space Device Engineering,1978-01-01,2009-01-01,Unknown
2067,4034,Asia Pacific (AP) Aerospace Inc.,,,Unknown
2068,4072,MGU-Standard Company,2024-01-01,,Unknown
2069,4078,Xian Institute of Optics and Precision Mechanics,1962-03-27,,Unknown
2070,3943,"Anna University, Chennai",1978-09-04,,Unknown
2071,3959,Defense Information Systems Agency,1991-06-25,,Unknown
2072,3967,Indian Navy (Bharatiya Nau Sena),1950-01-26,,Unknown
2073,3979,Miltec Missiles and Space Co.,,,Unknown
2074,3988,Orbital ATK Space Systems (Beltsville),2015-02-10,2018-06-07,Unknown
2075,3996,SK Telecom TU Media,2003-12-01,2012-07-01,Unknown
2076,4006,Swales Aerospace,1978-04-17,2007-06-01,Unknown
2077,4023,"Complex-MIT, Moscow Inst of Thermal Tech.",1946-05-13,,Unknown
2078,4035,Bristol University,1909-01-01,,Unknown
2079,4073,Nanjing Vocational Institute of Mechatronic Technology,2006-04-01,,Unknown
2080,3944,Auspace Pty,1982-06-07,2007-01-01,Unknown
2081,3960,Delta-UTEC Space Research,1996-01-01,,Unknown
2082,3968,KB Khimmash,1948-01-01,,Unknown
2083,3980,Ministry of Communications and Information Technology,1955-01-01,,Unknown
2084,3989,PRIMEX Technologies/Van Nuys (transfer to Redmond),,,Unknown
2085,3997,SKY Mexico,1996-07-25,,Unknown
2086,4007,Telesat Brasil Capacidade de Satelites Ltda.,1998-11-01,,Unknown
2087,4024,General Dynamics C4 Systems (Adv Info Systems),1999-01-01,2015-01-01,Unknown
2088,4036,"NEC Space, Keihin works",2001-01-01,,Unknown
